age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,previous,poutcome,y,previously_contacted,pdays_capped
47,admin.,married,secondary,no,368,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
50,technician,single,tertiary,no,339,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
37,management,married,tertiary,no,58,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
54,technician,single,unknown,no,447,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
24,student,single,secondary,no,423,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
54,management,married,tertiary,no,0,no,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,19,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
56,technician,divorced,primary,no,13,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
24,student,single,secondary,no,82,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
57,technician,married,secondary,no,792,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
42,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
51,admin.,married,secondary,no,531,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
57,retired,married,secondary,no,211,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
36,services,single,secondary,no,62,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
53,services,married,unknown,no,257,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
50,technician,married,secondary,no,1234,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
54,management,married,tertiary,no,313,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,2,0,no_prior_campaign,0,0,872
43,management,married,unknown,no,0,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
54,technician,married,unknown,no,851,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,2,0,no_prior_campaign,0,0,872
37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,2,0,no_prior_campaign,0,0,872
33,admin.,single,tertiary,no,193,no,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
46,admin.,married,secondary,no,-358,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,2,0,no_prior_campaign,0,0,872
51,technician,single,secondary,no,0,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
40,retired,single,primary,no,0,no,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
48,management,married,secondary,no,161,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
31,admin.,single,secondary,no,98,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
55,management,single,tertiary,no,115,no,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
47,technician,married,tertiary,no,831,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
57,technician,married,unknown,no,206,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
42,blue-collar,married,unknown,no,57,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
58,management,single,tertiary,no,1387,yes,no,unknown,5,may,5,0,no_prior_campaign,0,0,872
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
49,blue-collar,married,secondary,no,30,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
53,technician,married,secondary,no,56,yes,yes,unknown,5,may,2,0,no_prior_campaign,0,0,872
51,admin.,single,secondary,yes,-2,no,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
32,services,single,secondary,no,121,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
41,blue-collar,single,secondary,no,842,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
43,management,divorced,secondary,no,693,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
50,blue-collar,married,primary,no,1533,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,46,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
53,services,married,unknown,no,18,no,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,44,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
44,services,married,tertiary,no,510,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
55,management,married,tertiary,no,685,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
46,management,single,tertiary,no,187,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
34,admin.,married,secondary,no,560,yes,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,3,0,no_prior_campaign,0,0,872
31,admin.,single,secondary,no,12,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
44,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,4,0,no_prior_campaign,0,0,872
46,admin.,single,tertiary,no,377,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
48,management,married,tertiary,no,263,yes,no,unknown,5,may,2,0,no_prior_campaign,0,0,872
42,services,married,secondary,no,1263,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
27,services,married,secondary,no,8,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,126,yes,yes,unknown,6,may,2,0,no_prior_campaign,0,0,872
59,admin.,married,secondary,no,230,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
46,technician,married,tertiary,no,841,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,admin.,divorced,secondary,no,308,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
43,management,divorced,tertiary,no,1,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
23,student,single,secondary,no,157,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
34,services,married,secondary,no,22,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
37,blue-collar,married,secondary,no,1293,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
25,admin.,single,secondary,no,122,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
49,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,admin.,single,secondary,no,393,no,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
43,blue-collar,married,primary,no,98,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
55,blue-collar,married,secondary,no,224,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
49,services,married,secondary,no,245,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,management,married,secondary,no,8486,no,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
43,admin.,married,unknown,no,350,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
58,services,married,secondary,no,1667,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
57,technician,married,unknown,no,345,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,4,0,no_prior_campaign,0,0,872
56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1,0,no_prior_campaign,1,0,872
58,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1,0,no_prior_campaign,1,0,872
37,technician,married,tertiary,no,8730,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
46,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
27,admin.,married,secondary,no,4,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
32,technician,single,secondary,no,0,yes,yes,unknown,6,may,3,0,no_prior_campaign,0,0,872
40,admin.,single,secondary,no,263,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,admin.,married,secondary,no,1,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
34,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
47,blue-collar,married,primary,no,206,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
42,housemaid,married,primary,no,17,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
48,technician,married,secondary,no,141,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
29,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
50,services,married,secondary,no,206,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
52,technician,married,unknown,no,7,no,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
50,management,married,tertiary,no,0,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
58,retired,married,tertiary,no,0,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
38,technician,married,secondary,no,284,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
32,services,single,secondary,no,406,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,admin.,single,secondary,no,-25,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,182,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,technician,married,secondary,no,77,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
52,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
33,technician,married,secondary,yes,72,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
49,management,single,tertiary,no,163,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,151,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,admin.,single,secondary,no,113,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,technician,single,tertiary,no,9,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
43,management,married,secondary,no,375,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
39,services,married,secondary,no,1142,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
54,blue-collar,married,primary,no,2102,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
38,technician,single,tertiary,no,4325,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
55,admin.,married,secondary,no,131,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
42,management,married,tertiary,no,1680,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,primary,no,46,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
55,admin.,married,secondary,no,183,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,39,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
35,management,single,tertiary,no,560,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
58,technician,divorced,secondary,no,469,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
35,admin.,married,secondary,no,530,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
49,services,married,primary,no,61,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
34,technician,single,tertiary,no,242,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,139,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,367,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,technician,single,unknown,no,45248,yes,no,unknown,6,may,1,0,no_prior_campaign,1,0,872
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
32,services,single,secondary,no,310,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
42,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
50,technician,married,secondary,no,797,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,services,married,secondary,no,71,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
46,management,divorced,unknown,no,2,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
37,management,married,tertiary,no,231,yes,yes,unknown,6,may,2,0,no_prior_campaign,0,0,872
34,blue-collar,married,secondary,no,270,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
44,blue-collar,married,secondary,no,274,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,admin.,single,secondary,no,-109,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
37,technician,married,secondary,no,1,yes,no,unknown,6,may,1,0,no_prior_campaign,1,0,872
33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
35,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
58,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,primary,no,0,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
43,blue-collar,married,secondary,no,-509,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,unemployed,married,primary,no,408,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
36,services,single,primary,no,58,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
57,retired,single,secondary,no,1640,no,yes,unknown,6,may,4,0,no_prior_campaign,0,0,872
36,admin.,single,secondary,no,20,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
50,blue-collar,married,primary,no,71,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
55,blue-collar,married,secondary,no,52,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
44,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
44,services,divorced,secondary,no,424,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,housemaid,single,primary,no,109,yes,no,unknown,6,may,3,0,no_prior_campaign,0,0,872
46,blue-collar,married,unknown,no,1044,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,secondary,no,983,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
34,admin.,married,secondary,no,869,no,no,unknown,6,may,1,0,no_prior_campaign,1,0,872
40,blue-collar,married,primary,no,668,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
50,management,married,tertiary,no,964,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
31,management,single,secondary,no,301,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
37,admin.,single,secondary,no,140,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
39,management,single,secondary,no,1877,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
41,technician,married,secondary,no,871,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
41,technician,married,secondary,no,767,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
30,services,single,secondary,no,209,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
54,management,divorced,primary,no,0,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
59,management,divorced,tertiary,no,-76,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
47,technician,married,unknown,no,178,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
32,technician,married,secondary,no,0,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
39,admin.,single,secondary,no,0,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
39,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
44,blue-collar,married,secondary,no,-99,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
37,technician,single,secondary,no,17,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
46,admin.,married,primary,no,276,yes,yes,unknown,6,may,2,0,no_prior_campaign,0,0,872
32,technician,single,unknown,no,-170,no,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
37,management,single,tertiary,no,230,yes,yes,unknown,6,may,1,0,no_prior_campaign,0,0,872
29,blue-collar,married,secondary,no,9,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
45,blue-collar,married,primary,no,1297,yes,no,unknown,6,may,2,0,no_prior_campaign,0,0,872
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,1,0,no_prior_campaign,0,0,872
